
     sappi  sapps  vbri   vbrs  trafi  trafs     value      prob  label
50      20  28218    30  24000     30  46361  0.656022  0.600000      1
51      20  28218    30  24000     30  46361  0.576993  0.400000      0
52      20  27347    30  24000     30  47160  0.664818  0.666667      1
53      20  27347    30  24000     30  47160  0.570466  0.333333      0
54      20  36095    30  24000     30  38965  0.522844  0.700000      1
55      20  36095    30  24000     30  38965  0.454860  0.300000      0
56      20  26589    30  24000     30  63989  0.470847  0.842105      1
57      20  26589    30  24000     30  63989  0.383859  0.157895      0
58      20  26110    30  24000     30  49825  0.661299  0.789474      1
59      20  26110    30  24000     30  49825  0.584274  0.210526      0
60      20  28726    30  24000     30  63969  0.450504  0.850000      1
61      20  28726    30  24000     30  63969  0.359688  0.150000      0
62      20  42705    30  24000     30  63965  0.397473  0.800000      1
63      20  42705    30  24000     30  63965  0.320278  0.200000      0
64      20  26302    30  24000     30  47293  0.676308  0.684211      1
65      20  26302    30  24000     30  47293  0.591506  0.315789      0
66      20  34007    30  24000     30  39634  0.594560  0.500000      1
67      20  34007    30  24000     30  39634  0.506483  0.500000      0
68      20  26203    30  24000     30  47530  0.679817  0.631579      1
69      20  26203    30  24000     30  47530  0.594104  0.368421      0
70      20  37809    30  24000     30  32993  0.551417  0.500000      1
71      20  37809    30  24000     30  32993  0.490032  0.500000      0
72      20  26287    30  24000     30  47444  0.676192  0.789474      1
73      20  26287    30  24000     30  47444  0.584422  0.210526      0
74      20  24457    30  24000     30  63981  0.480835  0.842105      1
75      20  24457    30  24000     30  63981  0.405333  0.157895      0
76      20  35220    30  24000     30  36998  0.589666  0.550000      1
77      20  35220    30  24000     30  36998  0.521636  0.450000      0
78      20  44994    30  24000     30  21664  0.510717  0.578947      1
79      20  44994    30  24000     30  21664  0.467756  0.421053      0
80      20  46097    30  24000     30     72  0.464973  0.900000      1
81      20  46097    30  24000     30     72  0.386875  0.100000      0
82      20  41264    30  24000     30  27707  0.545545  0.555556      1
83      20  41264    30  24000     30  27707  0.476404  0.444444      0
84      20  39762    30  24000     30  30598  0.525614  0.900000      1
85      20  39762    30  24000     30  30598  0.408265  0.100000      0
86      20  39015    30  24000     30  31451  0.571293  0.578947      1
87      20  39015    30  24000     30  31451  0.495009  0.421053      0
88      20  26089    30  24000     30  49806  0.666435  0.789474      1
89      20  26089    30  24000     30  49806  0.598583  0.210526      0
90      20  36778    30  24000     30  34568  0.590845  0.631579      1
91      20  36778    30  24000     30  34568  0.528302  0.368421      0
92      20  38935    30  24000     30  43331  0.453073  0.850000      1
93      20  38935    30  24000     30  43331  0.347916  0.150000      0
94      20  39546    30  24000     30  29392  0.568239  0.736842      1
95      20  39546    30  24000     30  29392  0.495485  0.263158      0
96      20  46723    30  24000     30  23216  0.452867  0.823529      1
97      20  46723    30  24000     30  23216  0.391338  0.176471      0
98      20  32233    30  24000     30  37749  0.643730  0.650000      1
99      20  32233    30  24000     30  37749  0.575286  0.350000      0
100     20  32163    30  24000     30  38034  0.646499  0.900000      1
101     20  32163    30  24000     30  38034  0.512508  0.100000      0
102     20  46526    30  24000     30  22997  0.449260  0.894737      1
103     20  46526    30  24000     30  22997  0.364297  0.105263      0
104     20  15109    30  24000     30  63974  0.705529  0.900000      1
105     20  15109    30  24000     30  63974  0.619246  0.100000      0
106     20  24358    30  24000     30  49055  0.683071  0.789474      1
107     20  24358    30  24000     30  49055  0.605103  0.210526      0
108     20  26154    30  24000     30  63989  0.474296  0.833333      1
109     20  26154    30  24000     30  63989  0.399173  0.166667      0
110     20  24675    30  24000     30  63981  0.485387  0.764706      1
111     20  24675    30  24000     30  63981  0.387450  0.235294      0
112     20  33437    30  24000     30  35404  0.639924  0.789474      1
113     20  33437    30  24000     30  35404  0.555390  0.210526      0
114     20  63991    30  24000     30  22700  0.380176  0.900000      1
115     20  63991    30  24000     30  22700  0.305645  0.100000      0
116     20  25901    30  24000     30  45785  0.679606  0.789474      1
117     20  25901    30  24000     30  45785  0.584861  0.210526      0
118     20  35752    30  24000     30  32587  0.623217  0.700000      1
119     20  35752    30  24000     30  32587  0.512496  0.300000      0
120     20  25348    30  24000     30  47192  0.678195  0.666667      1
121     20  25348    30  24000     30  47192  0.593478  0.333333      0
122     20  24440    30  24000     30  48063  0.685587  0.850000      1
123     20  24440    30  24000     30  48063  0.583907  0.150000      0
124     20  36468    30  24000     30  47040  0.459146  0.842105      1
125     20  36468    30  24000     30  47040  0.366975  0.157895      0
126     20  24648    30  24000     30  47199  0.664018  0.947368      1
127     20  24648    30  24000     30  47199  0.370163  0.052632      0
128     20  36471    30  24000     30  31810  0.593469  0.947368      1
129     20  36471    30  24000     30  31810  0.370163  0.052632      0
130     20  38161    30  24000     30  47560  0.448659  0.800000      1
131     20  38161    30  24000     30  47560  0.362862  0.200000      0
132     20  45630    30  24000     30  20847  0.529976  0.333333      1
133     20  45630    30  24000     30  20847  0.463045  0.666667      0
134     20  31449    30  24000     30  36912  0.650387  0.647059      1
135     20  31449    30  24000     30  36912  0.536768  0.352941      0
136     20  25039    30  24000     30  63983  0.482104  0.631579      1
137     20  25039    30  24000     30  63983  0.393406  0.368421      0
138     20  24064    30  24000     30  50190  0.679981  0.842105      1
139     20  24064    30  24000     30  50190  0.582834  0.157895      0
140     20  40327    30  24000     30  63990  0.406897  0.900000      1
141     20  40327    30  24000     30  63990  0.316343  0.100000      0
142     20  24189    30  24000     30  49662  0.682679  0.842105      1
143     20  24189    30  24000     30  49662  0.595526  0.157895      0
144     20  33065    30  24000     30  34653  0.636734  0.842105      1
145     20  33065    30  24000     30  34653  0.550445  0.157895      0
146     20  46174    30  24000     30  19784  0.544998  0.157895      1
147     20  46174    30  24000     30  19784  0.466703  0.842105      0
148     20  24514    30  24000     30  49856  0.685890  0.650000      1
149     20  24514    30  24000     30  49856  0.584695  0.350000      0
150     20  35592    30  24000     30  31800  0.611276  0.842105      1
151     20  35592    30  24000     30  31800  0.402941  0.157895      0
152     20  24773    30  24000     30  63996  0.483756  0.894737      1
153     20  24773    30  24000     30  63996  0.398908  0.105263      0
154     20  25115    30  24000     30  63991  0.488706  0.842105      1
155     20  25115    30  24000     30  63991  0.409953  0.157895      0
156     20  22047    30  24000     30  63950  0.534763  0.684211      1
157     20  22047    30  24000     30  63950  0.460659  0.315789      0
158     20  24239    30  24000     30  52173  0.676349  0.888889      1
159     20  24239    30  24000     30  52173  0.592724  0.111111      0
160     20  26373    30  24000     30  63999  0.460963  0.800000      1
161     20  26373    30  24000     30  63999  0.377224  0.200000      0
162     20  24102    30  24000     30  51303  0.664207  0.947368      1
163     20  24102    30  24000     30  51303  0.370163  0.052632      0
164     20  18041    30  24000     30  52605  0.704947  0.684211      1
165     20  18041    30  24000     30  52605  0.612182  0.315789      0
166     20  33556    30  24000     30  50837  0.468569  0.789474      1
167     20  33556    30  24000     30  50837  0.374157  0.210526      0
168     20  39910    30  24000     30  63995  0.403018  0.900000      1
169     20  39910    30  24000     30  63995  0.329046  0.100000      0
170     20  34084    30  24000     30  63996  0.421694  0.750000      1
171     20  34084    30  24000     30  63996  0.338985  0.250000      0
172     20  32946    30  24000     30  49818  0.474620  0.900000      1
173     20  32946    30  24000     30  49818  0.394680  0.100000      0
174     20  32183    30  24000     30  49980  0.478394  0.789474      1
175     20  32183    30  24000     30  49980  0.382763  0.210526      0
176     20  31568    30  24000     30  49907  0.488619  0.736842      1
177     20  31568    30  24000     30  49907  0.396656  0.263158      0
178     20  31043    30  24000     30  37833  0.655319  0.900000      1
179     20  31043    30  24000     30  37833  0.568946  0.100000      0
180     20  63955    30  24000     30  63860  0.348691  0.842105      1
181     20  63955    30  24000     30  63860  0.293305  0.157895      0
182     20  26393    30  24000     30  51843  0.624946  0.631579      1
183     20  26393    30  24000     30  51843  0.559019  0.368421      0
184     20  26577    30  24000     30  51746  0.614945  0.666667      1
185     20  26577    30  24000     30  51746  0.549526  0.333333      0
186     20  23622    30  24000     30  63992  0.492306  0.842105      1
187     20  23622    30  24000     30  63992  0.404000  0.157895      0
188     20  38929    30  24000     30  28645  0.597373  0.650000      1
189     20  38929    30  24000     30  28645  0.517216  0.350000      0
190     20  45900    30  24000     30  18956  0.531577  0.631579      1
191     20  45900    30  24000     30  18956  0.463918  0.368421      0
192     20  36513    30  24000     30  30961  0.617192  0.750000      1
193     20  36513    30  24000     30  30961  0.554435  0.250000      0
194     20  31415    30  24000     30  37394  0.654424  0.736842      1
195     20  31415    30  24000     30  37394  0.568333  0.263158      0
196     20  38538    30  24000     30  29474  0.591817  0.882353      1
197     20  38538    30  24000     30  29474  0.516709  0.117647      0
198     20  43695    30  24000     30  21168  0.561654  0.684211      1
199     20  43695    30  24000     30  21168  0.504588  0.315789      0
